acctnum,gender,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,refernce,art,geog,subscribe
56204,F,23,23,15,121,136,1,0,0,1,0,0,0,0,0
56205,F,45,31,85,142,227,7,1,0,1,1,0,2,2,1
56206,F,35,35,15,115,130,1,0,0,0,0,0,1,0,0
56207,M/NB,61,13,129,263,392,11,0,2,5,1,0,2,1,0
56208,F,29,25,26,158,184,2,1,0,0,1,0,0,0,0
56209,F,23,15,35,149,184,3,0,1,0,1,0,0,1,0
56210,F,15,15,15,117,132,1,1,0,0,0,0,0,0,0
56211,F,15,7,23,305,328,2,2,0,0,0,0,0,0,0
56212,F,37,15,111,251,362,10,3,1,2,0,2,1,1,0
56213,F,15,9,27,274,301,2,0,0,0,1,1,0,0,0
56214,F,31,19,42,251,293,3,0,0,0,0,0,1,2,0
56215,F,15,9,29,192,221,2,0,1,0,0,0,0,1,0
56216,F,21,15,29,19,48,2,0,0,0,1,0,0,1,0
56217,M/NB,13,9,26,121,147,2,1,0,0,1,0,0,0,0
56218,M/NB,21,9,59,243,302,5,0,0,3,0,2,0,0,0
56219,M/NB,63,19,137,66,203,12,4,0,2,3,2,0,1,0
56220,M/NB,41,13,112,93,205,10,2,0,3,4,0,0,1,0
56221,F,29,13,45,291,336,4,2,0,1,0,1,0,0,0
56222,F,35,11,89,268,357,8,2,1,2,0,2,1,0,0
56223,F,5,1,26,80,106,2,1,0,0,1,0,0,0,0
56224,F,7,3,26,163,189,2,1,0,0,1,0,0,0,0
56225,F,13,13,15,134,149,1,0,0,0,1,0,0,0,0
56226,F,7,7,15,206,221,1,0,1,0,0,0,0,0,0
56227,F,9,9,15,74,89,1,0,1,0,0,0,0,0,0
56228,F,19,13,25,275,300,2,1,0,1,0,0,0,0,0
56229,F,69,7,137,161,298,12,4,0,3,2,0,3,0,1
56230,F,31,15,82,258,340,7,1,2,1,0,0,2,1,0
56231,F,23,15,39,122,161,3,0,0,1,0,1,0,1,0
56232,F,13,13,15,10,25,1,0,0,0,0,1,0,0,0
56233,M/NB,15,9,29,60,89,2,0,0,1,0,0,0,1,0
56234,F,11,11,15,103,118,1,0,0,1,0,0,0,0,0
56235,F,5,5,15,249,264,1,0,0,0,0,0,0,1,0
56236,M/NB,27,25,25,209,234,2,0,0,2,0,0,0,0,0
56237,F,37,11,98,170,268,9,6,0,1,0,0,2,0,0
56238,M/NB,53,7,87,321,408,8,1,1,4,1,0,0,1,0
56239,F,23,23,15,7,22,1,0,1,0,0,0,0,0,0
56240,F,19,11,25,122,147,2,0,0,2,0,0,0,0,0
56241,M/NB,39,21,42,20,62,4,2,1,1,0,0,0,0,0
56242,F,43,3,81,149,230,7,1,0,2,2,0,2,0,0
56243,F,11,11,15,84,99,1,0,0,1,0,0,0,0,0
56244,M/NB,25,17,24,50,74,2,1,1,0,0,0,0,0,0
56245,M/NB,65,3,138,123,261,12,2,0,4,3,0,2,1,0
56246,F,29,27,25,51,76,2,0,1,1,0,0,0,0,0
56247,F,13,13,15,139,154,1,1,0,0,0,0,0,0,0
56248,F,25,11,86,83,169,7,0,1,1,2,0,1,2,0
56249,M/NB,25,21,29,217,246,2,0,0,0,0,1,0,1,0
56250,F,9,9,15,46,61,1,0,0,1,0,0,0,0,0
56251,F,23,15,46,134,180,4,1,0,1,0,0,2,0,0
56252,F,65,15,131,297,428,12,5,2,2,0,0,3,0,1
56253,M/NB,29,21,26,81,107,2,0,0,1,1,0,0,0,0
56254,F,9,9,15,146,161,1,0,0,0,0,0,0,1,0
56255,F,23,19,26,185,211,2,1,0,0,1,0,0,0,0
56256,M/NB,51,11,131,185,316,12,5,2,2,1,0,0,2,0
56257,M/NB,27,25,25,18,43,2,0,1,1,0,0,0,0,0
56258,F,13,13,15,41,56,1,1,0,0,0,0,0,0,0
56259,F,3,3,15,70,85,1,0,0,0,0,0,1,0,0
56260,F,21,17,29,289,318,2,0,0,0,0,0,0,2,0
56261,F,9,9,15,12,27,1,0,0,1,0,0,0,0,0
56262,F,47,5,109,232,341,10,3,1,4,1,0,1,0,0
56263,M/NB,87,33,126,100,226,11,3,0,3,2,2,0,1,0
56264,F,47,29,88,120,208,8,2,1,3,0,0,0,2,0
56265,F,21,13,25,200,225,2,0,0,2,0,0,0,0,0
56266,F,33,31,28,215,243,2,0,0,0,1,0,1,0,0
56267,F,15,15,15,211,226,1,1,0,0,0,0,0,0,0
56268,M/NB,19,19,15,77,92,1,0,0,0,0,0,1,0,0
56269,F,7,5,25,288,313,2,0,0,2,0,0,0,0,0
56270,M/NB,9,9,15,225,240,1,0,0,0,0,0,0,1,0
56271,M/NB,57,29,115,64,179,10,2,0,3,1,1,1,2,1
56272,F,19,13,25,114,139,2,0,1,1,0,0,0,0,0
56273,F,29,29,15,164,179,1,0,0,0,1,0,0,0,0
56274,F,71,15,115,50,165,10,3,1,1,0,1,3,1,1
56275,M/NB,59,9,101,130,231,9,1,4,2,0,1,1,0,0
56276,F,11,11,15,134,149,1,0,0,1,0,0,0,0,1
56277,F,19,5,46,103,149,4,1,0,1,0,0,1,1,0
56278,F,21,15,28,99,127,2,1,0,0,0,0,1,0,0
56279,F,9,5,26,85,111,2,0,0,1,1,0,0,0,0
56280,F,27,27,15,207,222,1,0,1,0,0,0,0,0,0
56281,F,15,15,15,79,94,1,1,0,0,0,0,0,0,0
56282,M/NB,95,27,135,241,376,12,3,1,2,1,2,2,1,0
56283,F,17,17,15,215,230,1,0,0,0,0,0,0,1,0
56284,F,15,9,28,238,266,2,0,0,0,1,0,1,0,1
56285,F,25,25,15,205,220,1,0,1,0,0,0,0,0,0
56286,F,23,19,23,273,296,2,2,0,0,0,0,0,0,0
56287,F,59,29,84,241,325,8,2,3,1,1,0,0,1,0
56288,F,11,11,15,131,146,1,1,0,0,0,0,0,0,0
56289,M/NB,7,7,15,200,215,1,0,0,0,1,0,0,0,0
56290,M/NB,57,13,141,247,388,12,3,0,4,1,0,2,2,0
56291,M/NB,25,1,91,161,252,8,2,0,3,0,0,2,1,1
56292,F,13,13,15,46,61,1,0,0,0,0,0,0,1,0
56293,M/NB,5,1,25,249,274,2,0,0,2,0,0,0,0,0
56294,M/NB,15,15,15,27,42,1,0,0,0,0,0,0,1,0
56295,F,13,11,29,252,281,2,0,0,1,0,0,0,1,0
56296,F,13,13,15,227,242,1,0,0,0,1,0,0,0,0
56297,F,19,19,15,168,183,1,0,0,1,0,0,0,0,0
56298,F,19,19,15,48,63,1,0,0,0,0,1,0,0,0
56299,F,55,23,80,257,337,7,2,1,0,0,1,0,3,0
56300,F,7,5,26,23,49,2,0,0,0,2,0,0,0,0
56301,F,29,11,78,103,181,7,4,0,2,0,1,0,0,0
56302,F,13,13,15,266,281,1,0,0,1,0,0,0,0,0
56303,F,15,15,15,207,222,1,0,0,0,0,0,0,1,0
56304,F,9,9,15,73,88,1,0,0,1,0,0,0,0,0
56305,F,37,13,92,51,143,8,1,1,3,0,0,2,1,0
56306,M/NB,37,15,71,210,281,6,2,0,1,1,0,1,1,0
56307,F,9,9,15,40,55,1,0,0,1,0,0,0,0,0
56308,F,9,9,15,200,215,1,1,0,0,0,0,0,0,0
56309,F,31,31,15,123,138,1,0,0,1,0,0,0,0,0
56310,M/NB,63,31,65,138,203,6,2,1,1,1,1,0,0,0
56311,M/NB,23,11,48,206,254,4,2,0,0,1,0,0,1,0
56312,F,33,33,15,162,177,1,0,0,0,0,0,1,0,0
56313,F,19,13,26,14,40,2,0,1,0,1,0,0,0,0
56314,M/NB,7,3,25,76,101,2,0,1,1,0,0,0,0,0
56315,F,19,15,24,301,325,2,1,1,0,0,0,0,0,0
56316,F,11,11,15,291,306,1,0,0,1,0,0,0,0,0
56317,F,19,19,15,106,121,1,0,0,1,0,0,0,0,0
56318,M/NB,53,15,112,133,245,10,3,0,2,2,1,1,1,0
56319,F,17,13,23,84,107,2,2,0,0,0,0,0,0,0
56320,F,11,11,15,60,75,1,0,0,0,0,0,0,1,0
56321,M/NB,15,15,15,221,236,1,0,0,0,1,0,0,0,0
56322,F,9,9,15,220,235,1,1,0,0,0,0,0,0,0
56323,F,7,7,15,293,308,1,0,0,0,0,0,1,0,0
56324,M/NB,29,1,58,282,340,5,2,0,1,1,0,0,1,0
56325,M/NB,7,5,29,153,182,2,0,0,1,0,0,0,1,0
56326,F,11,11,15,225,240,1,0,0,0,0,0,0,1,1
56327,M/NB,1,1,15,55,70,1,0,0,0,0,0,1,0,0
56328,F,31,9,59,235,294,5,1,0,1,0,1,0,2,0
56329,M/NB,17,1,40,252,292,4,3,1,0,0,0,0,0,0
56330,F,13,7,29,152,181,2,0,0,0,0,1,0,1,0
56331,M/NB,21,21,15,163,178,1,0,0,0,0,1,0,0,0
56332,F,13,13,15,30,45,1,1,0,0,0,0,0,0,0
56333,F,11,11,15,4,19,1,0,0,1,0,0,0,0,0
56334,F,41,3,111,219,330,10,5,0,2,1,0,2,0,1
56335,F,43,19,47,207,254,4,2,0,1,0,0,0,1,0
56336,M/NB,7,3,29,255,284,2,0,0,0,0,1,0,1,0
56337,M/NB,39,11,144,142,286,12,3,1,0,3,1,3,1,0
56338,M/NB,7,3,25,187,212,2,0,0,2,0,0,0,0,0
56339,F,5,5,15,290,305,1,0,0,0,1,0,0,0,0
56340,F,27,27,15,288,303,1,1,0,0,0,0,0,0,0
56341,M/NB,33,11,70,126,196,6,1,0,2,1,0,2,0,0
56342,F,5,5,15,112,127,1,1,0,0,0,0,0,0,0
56343,F,37,31,29,33,62,2,0,0,1,0,0,0,1,0
56344,M/NB,15,15,15,229,244,1,0,0,0,0,0,1,0,0
56345,F,35,9,76,147,223,6,0,0,2,0,2,1,1,0
56346,M/NB,15,15,15,0,15,1,0,0,0,0,0,1,0,0
56347,F,23,15,29,210,239,2,0,0,0,1,0,0,1,0
56348,F,35,13,58,177,235,5,0,2,2,0,0,0,1,0
56349,F,33,33,15,171,186,1,0,0,0,0,1,0,0,0
56350,M/NB,25,19,25,73,98,2,0,1,1,0,0,0,0,0
56351,M/NB,27,13,51,208,259,4,0,0,0,1,1,1,1,0
56352,F,11,11,15,163,178,1,1,0,0,0,0,0,0,0
56353,F,5,5,15,117,132,1,0,1,0,0,0,0,0,0
56354,F,11,11,15,195,210,1,1,0,0,0,0,0,0,0
56355,F,13,7,29,207,236,2,1,0,0,0,0,0,1,0
56356,F,29,27,25,160,185,2,0,0,2,0,0,0,0,0
56357,F,11,11,15,166,181,1,0,1,0,0,0,0,0,0
56358,M/NB,23,15,27,219,246,2,0,0,1,0,1,0,0,0
56359,M/NB,61,9,101,331,432,9,1,1,4,0,1,1,1,0
56360,F,13,13,15,274,289,1,0,0,1,0,0,0,0,0
56361,F,15,9,26,173,199,2,0,0,1,1,0,0,0,0
56362,F,9,1,45,203,248,4,1,0,3,0,0,0,0,0
56363,F,17,13,29,13,42,2,0,0,1,0,0,0,1,0
56364,M/NB,49,7,106,291,397,10,2,1,4,2,0,0,1,0
56365,M/NB,31,19,58,292,350,5,1,0,1,2,0,0,1,0
56366,F,9,9,15,198,213,1,0,0,0,0,1,0,0,1
56367,F,3,3,15,282,297,1,1,0,0,0,0,0,0,0
56368,F,17,13,27,187,214,2,0,1,0,0,1,0,0,0
56369,M/NB,11,11,15,238,253,1,0,0,0,0,0,1,0,0
56370,M/NB,17,7,37,256,293,3,0,0,1,0,1,0,1,0
56371,F,39,15,75,134,209,7,2,1,2,1,1,0,0,0
56372,M/NB,51,11,126,67,193,11,1,3,2,1,0,2,2,0
56373,F,17,13,29,205,234,2,1,0,0,0,0,0,1,0
56374,F,19,13,24,305,329,2,1,1,0,0,0,0,0,0
56375,F,13,13,15,87,102,1,1,0,0,0,0,0,0,0
56376,F,27,23,25,187,212,2,0,1,1,0,0,0,0,0
56377,F,13,11,25,116,141,2,0,0,2,0,0,0,0,0
56378,M/NB,15,15,15,290,305,1,0,0,0,0,0,0,1,0
56379,F,9,9,15,95,110,1,0,0,0,1,0,0,0,0
56380,F,19,13,27,221,248,2,0,0,0,1,1,0,0,0
56381,F,39,5,112,176,288,10,2,1,3,0,2,0,2,0
56382,M/NB,51,5,95,207,302,9,3,1,2,1,2,0,0,0
56383,F,11,11,15,202,217,1,0,0,1,0,0,0,0,0
56384,F,29,29,15,267,282,1,1,0,0,0,0,0,0,0
56385,F,13,13,15,263,278,1,0,0,0,0,0,0,1,0
56386,F,3,3,15,235,250,1,0,0,0,0,0,0,1,0
56387,F,13,13,15,121,136,1,0,0,1,0,0,0,0,0
56388,F,27,9,49,273,322,4,1,0,0,0,1,0,2,0
56389,F,1,1,15,287,302,1,0,0,1,0,0,0,0,1
56390,F,11,11,15,245,260,1,0,0,1,0,0,0,0,0
56391,F,47,13,112,300,412,10,3,4,1,1,1,0,0,0
56392,M/NB,15,15,15,289,304,1,0,0,0,1,0,0,0,0
56393,M/NB,77,7,135,246,381,12,2,1,3,2,1,1,2,0
56394,M/NB,27,9,75,249,324,7,5,1,0,0,1,0,0,0
56395,M/NB,15,9,24,18,42,2,1,1,0,0,0,0,0,0
56396,F,17,9,26,221,247,2,0,1,0,1,0,0,0,0
56397,F,11,9,29,209,238,2,0,0,0,1,0,0,1,0
56398,F,21,21,15,128,143,1,1,0,0,0,0,0,0,0
56399,F,25,25,15,124,139,1,0,1,0,0,0,0,0,0
56400,M/NB,35,7,132,270,402,12,3,0,6,1,0,1,1,0
56401,F,3,3,15,171,186,1,1,0,0,0,0,0,0,0
56402,M/NB,31,3,59,311,370,5,1,2,0,0,0,1,1,1
56403,M/NB,43,7,95,35,130,8,0,2,2,1,0,2,1,1
56404,F,3,3,15,242,257,1,1,0,0,0,0,0,0,0
56405,F,15,15,15,105,120,1,0,0,1,0,0,0,0,0
56406,F,35,19,33,70,103,3,1,0,2,0,0,0,0,0
56407,M/NB,13,13,15,137,152,1,0,0,0,0,0,1,0,0
56408,F,21,15,25,182,207,2,1,0,1,0,0,0,0,0
56409,F,1,1,15,203,218,1,0,0,1,0,0,0,0,0
56410,F,5,5,15,128,143,1,0,0,1,0,0,0,0,0
56411,F,13,11,24,294,318,2,1,1,0,0,0,0,0,0
56412,M/NB,29,7,54,157,211,5,1,2,0,2,0,0,0,0
56413,M/NB,11,5,24,26,50,2,1,1,0,0,0,0,0,0
56414,F,13,11,29,150,179,2,0,0,1,0,0,0,1,0
56415,F,37,31,28,18,46,2,0,0,0,0,0,1,1,0
56416,F,21,21,15,257,272,1,0,0,1,0,0,0,0,0
56417,F,9,9,15,51,66,1,1,0,0,0,0,0,0,0
56418,M/NB,7,1,28,111,139,2,1,0,0,0,0,1,0,0
56419,F,19,15,29,296,325,2,0,0,0,0,1,0,1,0
56420,M/NB,89,29,127,101,228,11,1,0,4,2,2,0,2,0
56421,M/NB,31,5,121,137,258,10,0,1,2,2,2,1,2,1
56422,M/NB,41,15,78,298,376,7,1,0,4,0,1,1,0,0
56423,F,15,7,23,159,182,2,2,0,0,0,0,0,0,0
56424,M/NB,5,3,26,205,231,2,0,0,1,1,0,0,0,0
56425,M/NB,25,1,73,59,132,6,1,0,0,3,0,0,2,0
56426,M/NB,33,27,29,180,209,2,0,1,0,0,0,0,1,0
56427,F,39,13,83,232,315,7,1,0,1,2,1,1,1,0
56428,F,23,23,15,9,24,1,0,0,0,0,1,0,0,0
56429,F,59,15,123,187,310,11,3,1,2,0,3,1,1,0
56430,F,35,27,29,16,45,2,0,0,1,0,0,0,1,0
56431,F,27,15,42,290,332,3,0,0,0,0,0,2,1,0
56432,F,21,21,15,52,67,1,0,0,1,0,0,0,0,0
56433,M/NB,13,13,15,244,259,1,0,0,0,0,0,0,1,0
56434,M/NB,9,3,28,25,53,2,0,1,0,0,0,1,0,0
56435,M/NB,27,13,38,27,65,3,0,0,1,1,0,1,0,1
56436,F,25,25,15,55,70,1,1,0,0,0,0,0,0,0
56437,F,37,13,74,63,137,7,2,1,3,0,0,0,1,0
56438,F,55,27,67,117,184,6,0,2,3,0,0,0,1,0
56439,M/NB,23,17,24,246,270,2,1,1,0,0,0,0,0,0
56440,F,15,1,42,67,109,3,0,0,0,1,0,1,1,0
56441,M/NB,15,11,28,207,235,2,0,0,1,0,0,1,0,1
56442,M/NB,33,25,25,105,130,2,1,0,1,0,0,0,0,0
56443,F,29,25,25,92,117,2,1,0,1,0,0,0,0,0
56444,M/NB,31,11,60,56,116,5,1,0,0,2,0,2,0,1
56445,F,19,13,29,233,262,2,0,1,0,0,0,0,1,0
56446,M/NB,13,11,29,177,206,2,1,0,0,0,0,0,1,0
56447,F,11,11,15,118,133,1,0,0,0,1,0,0,0,0
56448,F,11,11,15,210,225,1,0,0,0,1,0,0,0,0
56449,M/NB,29,25,29,23,52,2,0,0,0,1,0,0,1,0
56450,M/NB,23,5,47,234,281,4,1,0,1,0,0,0,2,1
56451,F,35,7,125,202,327,11,2,1,3,0,1,3,1,0
56452,F,7,7,15,112,127,1,0,0,0,1,0,0,0,0
56453,F,15,15,15,37,52,1,0,0,0,0,1,0,0,0
56454,F,21,15,29,258,287,2,1,0,0,0,0,0,1,0
56455,F,33,9,96,34,130,8,1,1,1,0,0,2,3,0
56456,F,11,11,15,217,232,1,1,0,0,0,0,0,0,0
56457,F,55,33,92,85,177,8,3,0,1,1,1,0,2,0
56458,M/NB,29,27,29,92,121,2,0,0,1,0,0,0,1,0
56459,F,29,27,29,66,95,2,1,0,0,0,0,0,1,0
56460,M/NB,63,1,139,190,329,12,1,1,3,4,1,1,1,0
56461,F,15,15,15,28,43,1,0,0,0,1,0,0,0,0
56462,F,43,9,89,274,363,8,1,2,2,1,1,0,1,0
56463,F,15,15,15,93,108,1,0,0,0,1,0,0,0,0
56464,F,35,35,15,270,285,1,0,1,0,0,0,0,0,0
56465,F,15,11,29,198,227,2,0,0,0,0,0,0,2,0
56466,M/NB,65,5,129,294,423,11,0,1,4,3,0,0,3,0
56467,M/NB,35,29,25,23,48,2,1,0,1,0,0,0,0,0
56468,M/NB,7,5,28,43,71,2,1,0,0,0,0,1,0,0
56469,M/NB,9,9,15,221,236,1,0,0,0,1,0,0,0,0
56470,M/NB,27,13,48,189,237,4,1,0,0,1,0,0,2,0
56471,F,9,1,29,272,301,2,1,0,0,0,0,0,1,1
56472,F,43,9,100,181,281,9,2,0,2,3,0,1,1,0
56473,F,9,9,15,169,184,1,0,1,0,0,0,0,0,0
56474,M/NB,25,9,56,185,241,5,2,1,0,0,2,0,0,0
56475,M/NB,75,23,112,51,163,10,1,2,5,0,1,0,1,0
56476,F,51,13,90,61,151,8,2,1,2,1,0,1,1,0
56477,F,43,3,104,70,174,9,3,0,2,0,1,1,2,1
56478,F,17,17,15,245,260,1,1,0,0,0,0,0,0,0
56479,F,9,9,15,162,177,1,1,0,0,0,0,0,0,0
56480,M/NB,17,9,26,14,40,2,0,0,0,2,0,0,0,0
56481,M/NB,35,13,61,89,150,5,0,0,3,0,0,2,0,1
56482,F,31,3,134,108,242,12,2,2,3,1,0,2,2,0
56483,M/NB,33,13,71,27,98,6,0,1,2,1,1,0,1,1
56484,M/NB,3,3,15,191,206,1,0,0,1,0,0,0,0,0
56485,F,27,13,86,33,119,7,0,2,1,0,2,0,2,0
56486,M/NB,23,9,55,135,190,5,0,1,3,1,0,0,0,0
56487,F,7,3,25,259,284,2,1,0,1,0,0,0,0,0
56488,M/NB,81,17,139,98,237,12,1,0,7,2,2,0,0,0
56489,F,19,15,28,124,152,2,0,0,1,0,0,1,0,0
56490,F,37,21,47,258,305,4,0,1,2,0,0,1,0,0
56491,F,11,11,15,194,209,1,0,1,0,0,0,0,0,0
56492,F,11,1,41,102,143,4,2,2,0,0,0,0,0,0
56493,M/NB,1,1,15,128,143,1,0,0,0,0,1,0,0,1
56494,F,25,23,25,34,59,2,0,1,1,0,0,0,0,0
56495,M/NB,9,3,25,199,224,2,1,0,1,0,0,0,0,1
56496,M/NB,5,5,15,245,260,1,0,1,0,0,0,0,0,1
56497,F,9,9,15,90,105,1,0,0,1,0,0,0,0,0
56498,F,21,13,29,255,284,2,0,0,0,0,0,0,2,0
56499,F,21,3,94,40,134,8,2,1,1,0,2,0,2,0
56500,F,25,1,56,220,276,5,1,1,2,0,0,0,1,0
56501,F,55,29,103,244,347,9,1,0,4,2,0,0,2,0
56502,M/NB,13,5,38,71,109,3,0,1,0,0,0,0,2,1
56503,F,13,7,28,192,220,2,0,0,1,0,0,1,0,0
56504,M/NB,33,15,80,116,196,7,1,0,3,1,1,0,1,0
56505,F,23,15,25,265,290,2,1,0,1,0,0,0,0,0
56506,M/NB,9,9,15,227,242,1,0,0,0,1,0,0,0,0
56507,M/NB,35,31,29,295,324,2,0,0,0,1,0,0,1,0
56508,F,7,1,29,290,319,2,0,0,0,0,0,1,1,0
56509,F,17,13,27,185,212,2,0,1,0,0,1,0,0,0
56510,M/NB,15,11,27,19,46,2,1,0,0,0,1,0,0,0
56511,F,33,19,38,296,334,3,1,1,0,0,0,0,1,0
56512,F,9,9,15,234,249,1,0,1,0,0,0,0,0,0
56513,F,13,13,15,285,300,1,0,0,1,0,0,0,0,0
56514,M/NB,63,27,97,50,147,9,1,3,2,1,1,1,0,0
56515,M/NB,31,25,28,137,165,2,1,0,0,0,0,1,0,0
56516,M/NB,37,11,110,190,300,10,3,1,2,1,1,1,1,0
56517,F,23,11,42,281,323,4,2,1,1,0,0,0,0,1
56518,F,31,9,105,142,247,9,0,1,1,6,1,0,0,0
56519,M/NB,27,21,29,229,258,2,0,0,0,1,0,0,1,0
56520,M/NB,13,9,26,202,228,2,0,1,0,1,0,0,0,0
56521,F,49,21,59,314,373,5,2,0,0,0,0,0,3,0
56522,F,69,15,135,149,284,12,4,2,2,0,1,3,0,0
56523,F,65,11,126,73,199,12,5,2,3,1,0,1,0,0
56524,F,37,11,105,305,410,10,2,1,5,1,0,0,1,0
56525,M/NB,31,31,15,180,195,1,0,0,0,1,0,0,0,0
56526,M/NB,33,11,125,248,373,11,3,0,1,3,2,1,1,0
56527,M/NB,35,19,36,47,83,3,1,0,1,1,0,0,0,0
56528,F,9,9,15,113,128,1,1,0,0,0,0,0,0,0
56529,F,17,17,15,30,45,1,0,0,1,0,0,0,0,0
56530,F,17,11,26,145,171,2,1,0,0,1,0,0,0,0
56531,F,13,13,15,220,235,1,0,0,0,1,0,0,0,0
56532,F,69,11,135,299,434,12,5,0,2,1,2,2,0,0
56533,F,7,7,15,22,37,1,0,0,1,0,0,0,0,0
56534,M/NB,27,7,44,82,126,4,1,0,2,1,0,0,0,0
56535,F,13,9,25,142,167,2,0,0,2,0,0,0,0,0
56536,M/NB,43,33,35,219,254,3,0,0,2,0,0,0,1,0
56537,M/NB,23,15,26,12,38,2,1,0,0,1,0,0,0,0
56538,F,33,29,29,250,279,2,0,1,0,0,0,0,1,0
56539,M/NB,27,15,60,181,241,5,1,0,0,2,1,0,1,0
56540,F,21,9,34,128,162,3,1,1,1,0,0,0,0,0
56541,F,19,19,15,106,121,1,0,0,0,0,0,1,0,0
56542,F,15,13,24,135,159,2,0,2,0,0,0,0,0,0
56543,F,45,11,106,232,338,9,2,0,2,1,2,0,2,0
56544,M/NB,13,9,27,137,164,2,0,0,0,1,1,0,0,0
56545,M/NB,33,33,15,230,245,1,0,0,0,0,1,0,0,0
56546,F,9,9,15,94,109,1,1,0,0,0,0,0,0,0
56547,F,9,7,23,127,150,2,2,0,0,0,0,0,0,0
56548,F,49,3,93,156,249,9,3,2,2,1,0,1,0,0
56549,F,23,11,48,222,270,4,0,1,2,0,0,0,1,0
56550,F,29,21,36,25,61,3,1,1,0,0,0,1,0,0
56551,M/NB,1,1,15,167,182,1,0,0,0,0,0,0,1,0
56552,F,7,3,25,8,33,2,0,0,2,0,0,0,0,0
56553,M/NB,75,11,126,274,400,11,1,1,3,2,1,2,1,0
56554,M/NB,29,9,49,58,107,4,0,0,1,2,0,1,0,0
56555,F,3,3,15,81,96,1,0,0,1,0,0,0,0,0
56556,F,5,5,15,273,288,1,0,0,0,0,0,1,0,1
56557,F,53,7,110,30,140,9,1,0,2,1,1,2,2,1
56558,F,7,7,15,141,156,1,0,0,1,0,0,0,0,0
56559,F,19,15,29,99,128,2,0,0,1,0,0,0,1,0
56560,F,13,13,15,11,26,1,0,0,0,1,0,0,0,0
56561,M/NB,59,13,85,214,299,8,2,2,1,2,1,0,0,0
56562,M/NB,17,15,24,211,235,2,1,1,0,0,0,0,0,0
56563,F,55,15,108,210,318,10,2,2,4,1,0,1,0,0
56564,M/NB,29,23,29,120,149,2,0,0,1,0,0,0,1,0
56565,M/NB,45,35,43,183,226,4,1,1,1,1,0,0,0,0
56566,F,11,11,15,132,147,1,0,0,1,0,0,0,0,0
56567,M/NB,19,13,24,157,181,2,1,1,0,0,0,0,0,0
56568,F,19,15,29,285,314,2,0,0,1,0,0,0,1,0
56569,M/NB,19,11,27,164,191,2,0,0,1,0,1,0,0,0
56570,F,17,13,25,295,320,2,1,0,1,0,0,0,0,0
56571,F,7,7,15,242,257,1,0,0,0,1,0,0,0,0
56572,F,39,15,83,271,354,7,2,1,0,0,2,1,1,0
56573,M/NB,13,9,24,107,131,2,1,1,0,0,0,0,0,0
56574,M/NB,59,11,113,278,391,10,5,0,2,1,0,0,2,0
56575,M/NB,39,35,25,146,171,2,0,0,2,0,0,0,0,0
56576,F,9,9,15,272,287,1,0,0,0,0,0,0,1,0
56577,M/NB,15,11,23,262,285,2,2,0,0,0,0,0,0,0
56578,F,23,17,24,151,175,2,1,1,0,0,0,0,0,0
56579,F,13,13,15,29,44,1,0,0,0,0,1,0,0,0
56580,F,19,11,25,42,67,2,0,1,1,0,0,0,0,0
56581,F,17,11,29,161,190,2,0,0,1,0,0,0,1,0
56582,F,13,13,15,234,249,1,0,0,0,1,0,0,0,0
56583,F,41,11,70,73,143,6,1,1,2,0,0,0,2,0
56584,F,5,5,15,102,117,1,0,0,0,0,1,0,0,0
56585,F,9,9,15,201,216,1,0,0,0,0,1,0,0,1
56586,M/NB,49,15,97,133,230,8,0,1,1,1,2,0,3,0
56587,F,21,15,29,99,128,2,0,0,0,0,0,1,1,0
56588,F,3,3,15,262,277,1,1,0,0,0,0,0,0,0
56589,M/NB,13,11,25,246,271,2,0,1,1,0,0,0,0,0
56590,F,41,19,101,156,257,9,2,1,2,0,0,1,3,1
56591,F,19,5,48,128,176,4,0,1,1,0,0,0,2,0
56592,M/NB,13,13,15,296,311,1,0,0,1,0,0,0,0,1
56593,M/NB,67,7,137,179,316,12,2,2,3,0,1,1,3,0
56594,M/NB,27,25,27,38,65,2,0,0,0,1,1,0,0,0
56595,M/NB,23,5,98,219,317,8,0,1,2,1,1,1,2,0
56596,F,25,25,15,125,140,1,0,0,0,0,0,1,0,0
56597,F,45,15,115,313,428,10,1,2,2,1,1,2,1,0
56598,F,3,3,15,194,209,1,1,0,0,0,0,0,0,0
56599,F,51,19,92,327,419,8,1,1,1,2,1,1,1,0
56600,F,3,3,15,122,137,1,1,0,0,0,0,0,0,0
56601,F,41,7,86,162,248,7,1,1,0,0,0,2,3,1
56602,F,31,1,100,130,230,9,2,0,2,1,1,3,0,1
56603,F,19,13,25,271,296,2,0,1,1,0,0,0,0,0
56604,F,39,9,133,225,358,11,0,1,5,0,2,2,1,1
56605,M/NB,9,7,28,213,241,2,0,1,0,0,0,1,0,0
56606,M/NB,21,13,25,266,291,2,0,0,2,0,0,0,0,0
56607,M/NB,45,9,75,224,299,6,0,0,1,1,1,1,2,0
56608,F,5,5,15,105,120,1,1,0,0,0,0,0,0,0
56609,M/NB,17,11,25,88,113,2,1,0,1,0,0,0,0,0
56610,F,29,15,61,55,116,6,1,2,3,0,0,0,0,0
56611,M/NB,25,9,59,219,278,5,2,0,1,0,1,0,1,0
56612,F,13,13,15,65,80,1,0,0,0,0,0,0,1,0
